,true_label,4,5,6,7,8
196,build_wind_non-float,3,2,4,4,6
197,build_wind_float,1,0,0,1,1
198,headlamps,2,1,3,2,3
199,containers,3,2,1,3,2
200,vehic_wind_float,1,0,0,1,7
201,build_wind_non-float,1,0,0,1,1
202,vehic_wind_float,1,0,0,1,7
203,build_wind_non-float,1,0,0,1,1
204,containers,1,3,1,3,4
205,build_wind_float,1,0,0,1,1
206,build_wind_float,1,0,0,1,1
207,build_wind_float,1,0,0,1,1
208,vehic_wind_float,1,0,0,1,1
209,headlamps,2,1,3,2,3
210,build_wind_float,1,0,0,1,1
211,build_wind_non-float,1,0,0,1,1
212,build_wind_float,1,3,2,0,7
213,build_wind_non-float,1,0,0,1,1
