,true_label,2,3,4,5
102,1,0,1,2,1
103,1,0,1,2,2
104,1,0,1,2,1
105,1,0,1,1,1
106,1,0,1,1,1
107,1,0,1,2,2
108,1,0,1,1,1
109,1,0,1,2,2
110,1,0,1,2,2
111,1,0,1,2,2
112,1,0,1,1,1
113,1,0,1,2,1
114,1,0,1,2,2
115,1,0,1,1,1
116,1,0,1,1,1
117,1,0,1,1,1
118,1,0,1,2,1
119,1,0,1,2,2
120,2,1,2,3,3
121,2,0,2,3,4
122,2,0,2,1,4
123,2,0,1,1,1
124,2,0,2,1,4
125,2,0,1,1,4
126,2,0,2,3,4
127,2,1,2,3,3
128,2,0,2,1,4
129,2,0,2,1,4
130,2,1,0,3,3
131,2,1,2,3,3
132,2,0,2,1,4
133,2,1,2,3,4
134,2,1,2,3,3
135,2,0,2,1,4
136,2,0,1,1,4
137,2,1,2,3,4
138,2,1,2,3,4
139,2,1,2,3,3
140,2,0,2,1,4
141,2,0,1,1,4
142,2,0,2,1,4
143,2,1,2,3,3
144,2,1,2,3,4
145,2,0,1,1,4
146,2,0,2,1,4
147,2,1,2,3,3
148,2,1,2,3,3
149,2,1,2,3,3
150,2,0,2,1,4
151,2,0,1,1,1
152,2,1,2,3,3
153,2,0,1,1,4
154,2,1,2,3,3
155,2,0,2,1,4
156,2,0,2,3,4
157,2,1,2,3,4
158,2,0,1,1,4
159,2,0,2,1,4
160,2,0,2,1,4
161,2,1,2,3,4
162,2,1,2,3,3
163,2,1,2,3,3
164,2,0,2,1,4
165,2,0,2,1,4
166,2,1,2,3,3
167,2,1,2,3,3
168,2,1,2,3,4
169,2,1,2,3,3
170,2,1,0,3,3
171,2,1,2,3,3
172,2,0,2,1,4
173,2,0,2,3,4
174,2,0,2,1,4
175,2,0,2,1,4
176,2,1,2,3,3
177,2,0,1,1,1
178,2,0,2,1,4
179,2,1,2,3,3
180,2,0,2,1,4
181,2,1,2,3,3
182,2,0,1,1,4
183,2,0,2,1,4
184,2,0,1,1,4
185,2,1,2,3,3
186,2,1,2,3,3
187,2,1,2,3,3
188,2,0,2,1,4
189,2,1,2,3,3
190,2,0,2,1,4
191,2,0,1,1,4
192,2,0,2,1,4
193,2,1,2,3,3
194,2,0,2,1,4
195,2,1,0,3,3
196,2,0,2,3,4
197,2,0,1,1,1
198,2,1,2,3,3
199,2,0,2,1,4
200,2,1,2,3,3
201,2,0,2,1,4
202,2,1,2,3,3
203,2,1,2,3,4
204,2,0,2,1,4
205,2,0,2,1,4
206,2,1,0,3,3
207,2,1,2,3,3
208,2,0,2,1,4
209,2,0,1,1,1
210,2,1,2,3,3
211,2,0,2,1,4
212,2,1,2,3,3
213,2,0,1,1,4
214,2,1,2,3,3
215,2,0,2,1,4
216,2,1,2,3,4
217,2,0,2,1,4
218,2,0,2,1,4
219,2,1,2,3,3
220,2,1,2,3,3
221,2,1,2,3,3
222,2,1,2,3,3
223,2,0,1,1,4
224,2,0,2,1,4
225,2,1,2,3,3
226,2,1,2,3,3
227,2,1,2,3,3
228,2,0,2,1,4
229,2,1,2,3,4
230,2,1,2,3,3
231,2,1,2,3,3
232,2,1,2,3,3
233,2,0,2,1,4
234,2,1,2,3,3
235,2,1,2,3,4
236,2,0,2,1,4
237,2,1,2,3,3
238,2,0,1,1,1
239,2,1,2,3,3
240,2,1,2,3,3
241,2,1,2,3,3
242,2,0,2,1,4
243,2,0,2,3,4
244,2,0,2,3,4
245,2,1,2,3,3
246,2,0,2,1,4
247,2,1,2,3,3
248,2,1,2,3,3
249,2,0,1,1,4
250,2,0,1,1,1
251,2,1,2,3,3
252,2,1,2,3,3
253,2,1,2,3,3
254,2,1,2,3,4
255,2,0,2,1,4
256,2,0,2,1,4
257,2,0,1,1,1
258,2,0,2,1,4
259,2,1,2,3,3
260,2,1,2,3,3
261,2,0,2,3,4
262,2,0,2,1,4
263,2,0,1,1,4
264,2,1,2,3,3
265,2,0,1,1,4
266,2,1,2,3,3
267,2,1,2,3,4
268,2,1,2,3,3
269,2,0,2,1,4
270,2,1,2,3,3
271,2,1,2,3,3
272,2,0,2,1,4
273,2,0,2,3,4
274,2,0,2,1,4
275,2,1,2,3,3
276,2,0,2,1,4
277,2,1,2,3,3
278,2,1,2,3,3
279,2,0,2,3,4
280,2,1,2,3,3
281,2,1,2,3,3
282,2,0,2,1,4
283,2,0,2,1,4
284,2,1,2,3,3
285,2,0,2,1,4
286,2,0,2,1,4
287,2,0,2,1,4
288,2,0,1,1,1
289,2,1,2,3,3
290,3,1,0,0,0
291,3,1,0,0,0
292,3,1,0,0,0
293,3,1,0,0,0
294,3,1,0,0,0
295,3,1,0,0,0
296,3,1,0,0,0
297,3,1,0,0,0
298,3,1,0,0,0
299,3,1,0,0,0
300,3,1,0,0,0
301,3,1,0,0,0
302,3,1,0,0,0
303,3,1,0,0,0
304,3,1,0,0,0
305,3,1,0,0,0
306,3,1,0,0,0
307,3,1,0,0,0
308,3,1,0,0,0
309,3,1,0,0,0
310,3,1,0,0,0
311,3,1,0,0,0
312,3,1,0,0,0
313,3,1,0,0,0
314,3,1,0,0,0
315,3,1,0,0,0
316,3,1,0,0,0
317,3,1,0,0,0
318,3,1,0,0,0
319,3,1,0,0,0
320,3,1,0,0,0
321,3,1,0,0,0
322,3,1,0,0,0
323,3,1,0,0,0
324,3,1,0,0,0
325,3,1,0,0,0
326,3,1,0,0,0
327,3,1,0,0,0
328,3,1,0,0,0
329,3,1,0,0,0
330,3,1,0,0,0
331,3,1,0,0,0
332,3,1,0,0,0
333,3,1,0,0,0
334,3,1,0,0,0
335,3,1,0,0,0
336,3,1,0,0,0
337,3,1,0,0,0
338,3,1,0,0,0
339,3,1,0,0,0
340,3,1,0,0,0
341,3,1,0,0,0
342,3,1,0,0,0
343,3,1,0,0,0
344,3,1,0,0,0
345,3,1,0,0,0
346,3,1,0,0,0
347,3,1,0,0,0
348,3,1,0,0,0
349,3,1,0,0,0
350,3,1,0,0,0
351,3,1,0,0,0
352,3,1,0,0,0
353,3,1,0,0,0
354,3,1,0,0,0
355,3,1,0,0,0
356,3,1,0,0,0
357,3,1,0,0,0
358,3,1,0,0,0
359,3,1,0,0,0
360,3,1,0,0,0
361,3,1,0,0,0
362,3,1,0,0,0
363,3,1,0,0,0
364,3,1,0,0,0
365,3,1,0,0,0
366,3,1,0,0,0
367,3,1,0,0,0
368,3,1,0,0,0
369,3,1,0,0,0
370,3,1,0,0,0
371,3,1,0,0,0
372,3,1,0,0,0
373,3,1,0,0,0
374,3,1,0,0,0
375,3,1,0,0,0
376,3,1,0,0,0
377,3,1,0,0,0
378,3,1,0,0,0
379,3,1,0,0,0
380,3,1,0,0,0
381,3,1,0,0,0
382,3,1,0,0,0
383,3,1,0,0,0
384,3,1,0,0,0
385,3,1,0,0,0
386,3,1,0,0,0
387,3,1,0,0,0
388,3,1,0,0,0
389,3,1,0,0,0
390,3,1,0,0,0
391,3,1,0,0,0
392,3,1,0,0,0
393,3,1,0,0,0
394,3,1,0,0,0
395,3,1,0,0,0
396,3,1,0,0,0
397,3,1,0,0,0
398,3,1,0,0,0
399,3,1,0,0,0
