,true_label,2,3,4,5
141,3,0,1,2,1
142,3,0,1,2,3
143,3,0,1,2,3
144,3,0,1,2,3
145,3,0,1,3,1
146,3,0,1,3,1
147,3,0,1,2,1
148,3,0,1,2,1
149,3,0,1,2,1
150,3,0,1,2,1
151,3,0,1,2,1
152,3,0,1,2,1
153,3,0,1,3,1
154,3,0,1,3,1
155,3,0,1,3,1
156,3,0,1,3,1
157,3,0,1,3,1
158,3,0,1,2,1
159,3,0,1,2,1
160,3,0,1,3,1
161,3,0,1,3,1
162,3,0,1,3,1
163,3,0,1,3,1
164,3,0,1,3,1
165,3,0,1,3,1
166,3,0,1,3,1
167,3,0,1,3,1
168,3,0,1,3,1
169,3,0,1,3,1
170,3,0,1,3,1
171,3,0,1,3,1
172,3,0,1,3,1
173,3,0,1,3,1
174,3,0,1,3,1
175,3,0,1,3,1
176,3,0,1,3,1
177,3,0,1,3,1
178,3,0,1,3,1
179,3,0,1,3,1
180,3,0,1,3,1
181,3,0,1,3,1
182,3,0,1,3,1
183,3,0,1,3,1
184,3,0,1,3,1
185,3,0,1,3,1
186,3,0,1,3,1
187,3,0,1,3,1
188,3,0,1,3,1
189,3,0,1,3,1
190,3,0,1,3,1
191,3,0,1,3,1
192,3,0,1,3,1
193,3,0,1,3,1
194,3,0,1,3,1
195,3,0,1,3,1
196,3,0,1,3,1
197,3,0,1,3,1
198,3,0,1,3,1
199,3,0,1,3,1
200,3,0,1,3,1
201,3,0,1,3,1
202,2,1,0,1,2
203,2,1,0,1,2
204,2,1,0,1,2
205,2,1,0,1,2
206,2,1,0,1,2
207,2,1,0,1,2
208,2,1,0,1,2
209,2,1,0,1,2
210,2,1,0,1,2
211,2,1,0,1,2
212,2,1,0,1,2
213,2,1,0,1,2
214,2,1,0,1,2
215,2,1,0,1,2
216,2,1,0,1,2
217,2,1,0,1,2
218,2,1,0,1,2
219,2,1,0,1,2
220,2,1,0,1,2
221,2,1,0,1,2
222,2,1,0,1,2
223,2,1,0,1,2
224,2,1,0,1,2
225,2,1,0,1,2
226,2,1,0,1,2
227,2,1,0,1,2
228,2,1,0,1,2
229,2,1,0,1,2
230,2,1,0,1,2
231,2,1,0,1,2
232,2,1,0,1,2
233,2,1,0,1,2
234,2,1,0,1,2
235,2,1,0,1,2
236,2,1,0,1,2
237,2,1,0,1,2
238,2,1,0,1,2
239,2,1,0,1,2
240,2,1,0,1,2
241,2,1,0,1,2
242,2,1,0,1,2
243,2,1,0,1,2
244,2,1,0,1,2
245,2,1,0,1,2
246,2,1,0,1,2
247,2,1,0,1,2
248,2,1,0,1,2
249,2,1,0,1,2
250,2,1,0,1,2
251,2,1,0,1,2
252,2,1,0,1,2
253,2,1,0,1,2
254,2,1,0,1,2
255,2,1,0,1,2
256,2,1,0,1,2
257,2,1,0,1,2
258,2,1,0,1,2
259,2,1,0,1,2
260,2,1,0,1,2
261,2,1,0,1,2
262,2,1,0,1,4
263,2,1,0,1,4
264,2,1,0,1,4
265,2,1,0,1,4
266,1,1,0,1,4
267,2,1,0,1,4
268,2,1,0,1,4
269,2,1,0,1,4
270,2,1,0,0,4
271,2,1,0,1,4
272,2,1,0,1,4
273,2,1,0,1,4
274,2,1,0,1,4
275,2,1,0,1,4
276,2,1,0,1,4
277,2,1,0,1,4
278,2,1,0,1,2
279,2,1,0,1,2
280,2,1,0,1,2
281,2,1,0,1,2
282,2,1,0,1,2
283,2,1,0,1,2
284,2,1,0,1,2
285,2,1,0,1,2
286,2,1,0,1,2
287,2,1,0,1,2
288,2,1,0,1,2
289,2,1,0,1,2
290,2,1,0,1,2
291,2,1,0,1,2
292,2,1,0,1,2
293,2,1,0,1,2
294,2,1,0,1,2
295,2,1,0,1,2
296,2,1,0,1,2
297,2,1,0,1,2
298,2,1,0,1,2
299,2,1,0,1,2
