,true_label,2,3,4,5
251,2,1,1,3,3
252,2,1,1,3,3
253,2,1,1,3,4
254,2,1,1,3,3
255,2,1,1,3,3
256,2,1,1,2,4
257,2,1,1,3,3
258,2,0,0,2,4
259,2,1,1,3,3
260,2,1,0,2,4
261,2,0,0,2,4
262,2,1,1,3,3
263,2,1,1,3,3
264,2,1,1,3,4
265,2,0,0,2,4
266,2,0,0,2,4
267,2,0,0,2,4
268,2,1,1,2,4
269,2,0,0,2,4
270,2,1,1,3,4
271,2,1,1,3,3
272,2,1,1,2,4
273,2,1,1,3,3
274,2,1,1,3,3
275,2,1,1,3,3
276,2,1,1,3,3
277,2,0,0,2,4
278,2,1,1,3,3
279,2,1,1,3,4
280,2,1,1,3,3
281,2,0,0,2,4
282,2,0,0,2,4
283,2,1,1,3,3
284,2,1,1,3,3
285,2,1,1,3,3
286,2,0,0,2,4
287,2,1,1,3,3
288,2,1,1,3,3
289,2,1,1,3,3
290,2,1,1,3,3
291,2,1,1,3,3
292,2,1,1,3,3
293,2,0,0,2,4
294,2,1,1,3,3
295,2,1,1,3,3
296,2,1,1,3,3
297,2,0,0,2,4
298,2,1,0,2,4
299,2,1,1,3,3
300,3,1,2,1,0
301,3,1,2,1,0
302,3,1,2,1,0
303,3,1,2,1,0
304,3,1,1,1,0
305,3,1,2,1,0
306,3,1,2,1,0
307,3,1,2,1,0
308,3,1,2,1,0
309,3,1,2,1,0
310,3,1,2,1,0
311,3,1,2,1,0
312,3,1,2,1,0
313,3,1,2,1,0
314,3,1,2,1,0
315,3,1,2,1,0
316,3,1,2,1,0
317,3,1,2,1,0
318,3,1,2,1,0
319,3,1,2,1,0
320,3,1,2,1,0
321,3,1,2,1,0
322,3,1,2,1,0
323,3,1,2,1,0
324,3,1,2,1,0
325,3,1,2,1,0
326,3,0,2,1,0
327,3,1,2,1,0
328,3,1,2,1,0
329,3,1,2,1,0
330,3,1,2,1,0
331,3,1,2,1,0
332,3,1,2,1,0
333,3,1,2,1,0
334,3,1,2,1,0
335,3,1,2,1,0
336,3,1,1,1,0
337,3,1,2,1,0
338,3,1,2,1,0
339,3,1,2,1,0
340,3,1,2,1,0
341,3,1,2,1,0
342,3,1,2,1,0
343,3,1,2,1,0
344,3,1,1,1,0
345,3,1,2,1,0
346,3,1,2,1,0
347,3,1,2,1,0
348,3,1,2,1,0
349,3,1,2,1,0
350,3,1,2,1,0
351,3,1,2,1,0
352,3,1,2,1,0
353,3,1,2,1,0
354,3,1,2,1,0
355,3,1,2,1,0
356,3,1,2,1,0
357,3,1,2,1,0
358,3,1,2,1,0
359,3,1,2,1,0
360,3,1,2,1,0
361,3,1,2,1,0
362,3,1,2,1,0
363,3,1,2,1,0
364,3,1,2,1,0
365,3,1,2,1,0
366,3,1,2,1,0
367,3,1,2,1,0
368,3,1,2,1,0
369,3,1,2,1,0
370,3,1,2,1,0
371,3,1,2,1,0
372,3,1,2,1,0
373,3,1,2,1,0
374,3,1,2,1,0
375,3,1,2,1,0
376,3,1,2,1,0
377,3,1,2,1,0
378,3,1,2,1,0
379,3,1,2,1,0
380,3,1,2,1,0
381,3,1,2,1,0
382,3,1,2,1,0
383,3,1,2,1,0
384,3,1,2,1,0
385,3,1,2,1,0
386,3,1,2,1,0
387,3,1,2,1,0
388,3,1,2,1,0
389,3,1,2,1,0
390,3,1,2,1,0
391,3,1,2,1,0
392,3,1,2,1,0
393,3,1,2,1,0
394,3,1,2,1,0
395,3,1,2,1,0
396,3,1,2,1,0
397,3,1,2,1,0
398,3,1,2,1,0
399,3,1,2,1,0
